Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Name
2023-12-04 00:00:00-05:00,2.6684000492095947,2.7053000926971436,2.633699893951416,2.6596999168395996,49076,0.0,0.0,HO=F,Heating Oil Futures
2023-12-05 00:00:00-05:00,2.666800022125244,2.7070000171661377,2.6278998851776123,2.6410999298095703,49714,0.0,0.0,HO=F,Heating Oil Futures
2023-12-06 00:00:00-05:00,2.6303000450134277,2.6542999744415283,2.5611000061035156,2.576200008392334,50256,0.0,0.0,HO=F,Heating Oil Futures
2023-12-07 00:00:00-05:00,2.5810000896453857,2.619999885559082,2.546799898147583,2.5492000579833984,53623,0.0,0.0,HO=F,Heating Oil Futures
2023-12-08 00:00:00-05:00,2.566800117492676,2.6180999279022217,2.555299997329712,2.5810000896453857,52410,0.0,0.0,HO=F,Heating Oil Futures
2023-12-11 00:00:00-05:00,2.5799999237060547,2.6224000453948975,2.561800003051758,2.6087000370025635,52879,0.0,0.0,HO=F,Heating Oil Futures
2023-12-12 00:00:00-05:00,2.6068999767303467,2.6280999183654785,2.5,2.5074000358581543,54717,0.0,0.0,HO=F,Heating Oil Futures
2023-12-13 00:00:00-05:00,2.5185999870300293,2.566499948501587,2.483799934387207,2.548099994659424,47473,0.0,0.0,HO=F,Heating Oil Futures
2023-12-14 00:00:00-05:00,2.55679988861084,2.6115000247955322,2.5559000968933105,2.5913000106811523,42479,0.0,0.0,HO=F,Heating Oil Futures
2023-12-15 00:00:00-05:00,2.597399950027466,2.6563000679016113,2.581899881362915,2.620800018310547,56274,0.0,0.0,HO=F,Heating Oil Futures
2023-12-18 00:00:00-05:00,2.6298000812530518,2.7328999042510986,2.603600025177002,2.672800064086914,38976,0.0,0.0,HO=F,Heating Oil Futures
2023-12-19 00:00:00-05:00,2.681999921798706,2.732100009918213,2.65120005607605,2.7167999744415283,28836,0.0,0.0,HO=F,Heating Oil Futures
2023-12-20 00:00:00-05:00,2.729099988937378,2.7685000896453857,2.694700002670288,2.7084999084472656,27589,0.0,0.0,HO=F,Heating Oil Futures
2023-12-21 00:00:00-05:00,2.69350004196167,2.7149999141693115,2.6600000858306885,2.6967999935150146,19170,0.0,0.0,HO=F,Heating Oil Futures
2023-12-22 00:00:00-05:00,2.700900077819824,2.7304999828338623,2.6524999141693115,2.6612000465393066,24407,0.0,0.0,HO=F,Heating Oil Futures
2023-12-26 00:00:00-05:00,2.6519999504089355,2.7316999435424805,2.6473000049591064,2.668800115585327,19568,0.0,0.0,HO=F,Heating Oil Futures
2023-12-27 00:00:00-05:00,2.6617000102996826,2.6914000511169434,2.6196999549865723,2.6238999366760254,16578,0.0,0.0,HO=F,Heating Oil Futures
2023-12-28 00:00:00-05:00,2.6196000576019287,2.634399890899658,2.5515999794006348,2.556299924850464,14817,0.0,0.0,HO=F,Heating Oil Futures
2023-12-29 00:00:00-05:00,2.559999942779541,2.5966999530792236,2.531899929046631,2.553100109100342,56688,0.0,0.0,HO=F,Heating Oil Futures
2024-01-02 00:00:00-05:00,2.553299903869629,2.595599889755249,2.5107998847961426,2.5257999897003174,55842,0.0,0.0,HO=F,Heating Oil Futures
2024-01-03 00:00:00-05:00,2.5299999713897705,2.623199939727783,2.507499933242798,2.6043999195098877,49206,0.0,0.0,HO=F,Heating Oil Futures
2024-01-04 00:00:00-05:00,2.606300115585327,2.628700017929077,2.5553998947143555,2.588399887084961,50752,0.0,0.0,HO=F,Heating Oil Futures
2024-01-05 00:00:00-05:00,2.5906999111175537,2.623199939727783,2.5841000080108643,2.6085000038146973,47229,0.0,0.0,HO=F,Heating Oil Futures
2024-01-08 00:00:00-05:00,2.6212000846862793,2.630000114440918,2.5281999111175537,2.576900005340576,61795,0.0,0.0,HO=F,Heating Oil Futures
2024-01-09 00:00:00-05:00,2.581899881362915,2.6754000186920166,2.5797998905181885,2.650399923324585,68777,0.0,0.0,HO=F,Heating Oil Futures
2024-01-10 00:00:00-05:00,2.6482999324798584,2.7021000385284424,2.5920000076293945,2.600600004196167,68636,0.0,0.0,HO=F,Heating Oil Futures
2024-01-11 00:00:00-05:00,2.6033999919891357,2.697000026702881,2.5978000164031982,2.673799991607666,62106,0.0,0.0,HO=F,Heating Oil Futures
2024-01-12 00:00:00-05:00,2.694200038909912,2.78629994392395,2.666300058364868,2.669300079345703,69193,0.0,0.0,HO=F,Heating Oil Futures
2024-01-16 00:00:00-05:00,2.684799909591675,2.7362000942230225,2.6154000759124756,2.660599946975708,88066,0.0,0.0,HO=F,Heating Oil Futures
2024-01-17 00:00:00-05:00,2.658799886703491,2.658799886703491,2.608299970626831,2.653599977493286,48346,0.0,0.0,HO=F,Heating Oil Futures
2024-01-18 00:00:00-05:00,2.648900032043457,2.6984000205993652,2.631700038909912,2.6935999393463135,35797,0.0,0.0,HO=F,Heating Oil Futures
2024-01-19 00:00:00-05:00,2.694000005722046,2.724900007247925,2.6577999591827393,2.662100076675415,38349,0.0,0.0,HO=F,Heating Oil Futures
2024-01-22 00:00:00-05:00,2.67330002784729,2.712899923324585,2.636899948120117,2.69350004196167,29867,0.0,0.0,HO=F,Heating Oil Futures
2024-01-23 00:00:00-05:00,2.696000099182129,2.7149999141693115,2.6480000019073486,2.6912999153137207,22713,0.0,0.0,HO=F,Heating Oil Futures
2024-01-24 00:00:00-05:00,2.6947999000549316,2.714900016784668,2.660799980163574,2.68179988861084,26679,0.0,0.0,HO=F,Heating Oil Futures
2024-01-25 00:00:00-05:00,2.690999984741211,2.799999952316284,2.6877999305725098,2.7953999042510986,26857,0.0,0.0,HO=F,Heating Oil Futures
2024-01-26 00:00:00-05:00,2.790800094604492,2.8715999126434326,2.740299940109253,2.843400001525879,27459,0.0,0.0,HO=F,Heating Oil Futures
2024-01-29 00:00:00-05:00,2.8798999786376953,2.8922998905181885,2.8071000576019287,2.833899974822998,19553,0.0,0.0,HO=F,Heating Oil Futures
2024-01-30 00:00:00-05:00,2.8375000953674316,2.848900079727173,2.7629001140594482,2.80679988861084,14859,0.0,0.0,HO=F,Heating Oil Futures
2024-01-31 00:00:00-05:00,2.7927000522613525,2.8417999744415283,2.7832999229431152,2.808199882507324,68222,0.0,0.0,HO=F,Heating Oil Futures
