Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Name
2023-12-18 00:00:00-05:00,,,,,0,1.036,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-19 00:00:00-05:00,133.3585968017578,133.49285627597325,130.9323268963882,131.39264300324325,6146000,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-20 00:00:00-05:00,131.3734893798828,134.71080716527922,131.25839936439536,133.72303777870158,3850900,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-21 00:00:00-05:00,132.88868713378906,132.92704070965286,131.1049458758461,131.80501204253807,2481500,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-22 00:00:00-05:00,133.19557189941406,134.54776604571862,132.79279346644398,133.97235992251248,2888300,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-26 00:00:00-05:00,135.28622436523438,136.04382841574784,133.83812406510086,134.49025209537018,3428500,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-27 00:00:00-05:00,134.72036743164062,135.8807643140772,134.19291430326038,135.36289592141864,2282300,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-28 00:00:00-05:00,132.45713806152344,134.88340804017847,132.39960037557677,134.0874505403355,2149600,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2023-12-29 00:00:00-05:00,131.29673767089844,133.11883243045074,131.17206294634948,132.6393322691808,2510100,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-02 00:00:00-05:00,132.29412841796875,134.20254485935428,131.6420150409251,132.20782187686373,3555100,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-03 00:00:00-05:00,133.50245666503906,134.36555120113204,131.2392150587046,132.15984727944573,3997000,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-04 00:00:00-05:00,130.50076293945312,135.03683027365665,130.34731937906648,134.38471709178833,4049100,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-05 00:00:00-05:00,130.99948120117188,131.66117928989536,129.51302741956198,131.48856621453805,3573400,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-08 00:00:00-05:00,129.9733428955078,129.9733428955078,126.64560982852299,128.4389361678446,5195900,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-09 00:00:00-05:00,128.38137817382812,130.40486959225558,127.16345820828177,130.2322565451141,3704000,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-10 00:00:00-05:00,126.69355010986328,128.3622161617984,125.81127145132301,128.3622161617984,4287200,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-11 00:00:00-05:00,126.59765625,127.69091628228072,125.91677405993397,127.37445898070393,3837100,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-12 00:00:00-05:00,128.26629638671875,129.5129997642171,127.46073960735697,128.99513138235312,3848300,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-16 00:00:00-05:00,124.32479858398438,128.0648939090535,124.26726090716537,127.48950250768003,3111100,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-17 00:00:00-05:00,122.90550231933594,124.0754840497988,122.34928029721543,122.95345526891603,4446600,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-18 00:00:00-05:00,122.91508483886719,123.50966043001554,121.39986238521885,123.50966043001554,3657400,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-19 00:00:00-05:00,123.18360900878906,123.24114669640981,121.57248790607072,122.80001466919335,4246500,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-22 00:00:00-05:00,123.7494125366211,124.31523392749024,122.09034584325022,122.79041207959054,3777400,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-23 00:00:00-05:00,123.92203521728516,124.99611100310909,123.09729427226031,123.30827553493074,2804400,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-24 00:00:00-05:00,125.52355194091797,126.0701891500395,124.29603269569984,125.12077356044173,2717100,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-25 00:00:00-05:00,127.71968078613281,127.75804900108368,125.25505708684601,126.5688831017769,4313900,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-26 00:00:00-05:00,128.57321166992188,128.64991883725864,126.33873861666812,127.78682418944162,3812000,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-29 00:00:00-05:00,128.67868041992188,128.68827979018752,126.64560403695079,128.30467080922085,2448800,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-30 00:00:00-05:00,130.970703125,131.10496260743378,127.27854540829199,127.53747963626645,3939500,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-01-31 00:00:00-05:00,127.56622314453125,131.14329014215957,127.47990199689306,130.7500965098425,3273400,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-02-01 00:00:00-05:00,126.770263671875,129.1581652735262,125.20708835631225,128.237533095333,7822200,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
2024-02-02 00:00:00-05:00,125.37971496582031,126.70312553983085,124.57414352529295,126.65518722737208,4646200,0.0,0.0,0.0,XOP,SPDR S&P Oil & Gas Exploration & Production ETF
