Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Ticker,Name
2023-09-05 00:00:00-04:00,,,,,0,0.25,0.0,SLB,Schlumberger Limited
2023-09-06 00:00:00-04:00,57.85146713256836,58.19288620596931,56.99791944906598,57.20656524232224,9299800,0.0,0.0,SLB,Schlumberger Limited
2023-09-07 00:00:00-04:00,57.69024658203125,58.211857475518904,57.557469676921,57.823019869340754,7867600,0.0,0.0,SLB,Schlumberger Limited
2023-09-08 00:00:00-04:00,57.064308166503906,58.00321065253627,56.7323749540585,57.49108202379134,8323600,0.0,0.0,SLB,Schlumberger Limited
2023-09-11 00:00:00-04:00,57.633338928222656,58.23082230505862,57.26346947230534,57.86094923134076,8392300,0.0,0.0,SLB,Schlumberger Limited
2023-09-12 00:00:00-04:00,58.89469909667969,58.913667228253445,57.709218006828635,58.13599192273525,11476400,0.0,0.0,SLB,Schlumberger Limited
2023-09-13 00:00:00-04:00,57.49108123779297,58.82830356047778,57.34882569917581,58.733466534733004,7914300,0.0,0.0,SLB,Schlumberger Limited
2023-09-14 00:00:00-04:00,58.420501708984375,58.477406098882405,57.69973085928041,58.20237364107658,6862500,0.0,0.0,SLB,Schlumberger Limited
2023-09-15 00:00:00-04:00,57.45314407348633,58.24978370972502,56.96946587399815,57.90836827325145,19793700,0.0,0.0,SLB,Schlumberger Limited
2023-09-18 00:00:00-04:00,58.050628662109375,58.59120767071371,57.680759194938055,57.851468736371075,6232100,0.0,0.0,SLB,Schlumberger Limited
2023-09-19 00:00:00-04:00,57.310890197753906,58.51533925316384,56.74186080017787,58.51533925316384,9067700,0.0,0.0,SLB,Schlumberger Limited
2023-09-20 00:00:00-04:00,56.70392608642578,57.88940704515955,56.665989827474114,57.0263770519134,5351100,0.0,0.0,SLB,Schlumberger Limited
2023-09-21 00:00:00-04:00,55.783992767333984,56.99792413450426,55.60380096058241,56.99792413450426,6841600,0.0,0.0,SLB,Schlumberger Limited
2023-09-22 00:00:00-04:00,55.992637634277344,56.428893759778234,55.80295995690281,56.12541092309929,5979000,0.0,0.0,SLB,Schlumberger Limited
2023-09-25 00:00:00-04:00,56.751338958740234,56.78927521392011,55.70811726589665,55.88830905130042,6279300,0.0,0.0,SLB,Schlumberger Limited
2023-09-26 00:00:00-04:00,56.07798767089844,56.69443554803895,55.92624626537764,56.096955798813596,5796100,0.0,0.0,SLB,Schlumberger Limited
2023-09-27 00:00:00-04:00,57.66179275512695,57.91785707477695,56.50476580661307,56.90308566975701,7663100,0.0,0.0,SLB,Schlumberger Limited
2023-09-28 00:00:00-04:00,57.7945671081543,58.24030911181322,57.197087302425196,57.424697623331284,7574000,0.0,0.0,SLB,Schlumberger Limited
2023-09-29 00:00:00-04:00,55.290836334228516,57.69973473469261,55.1959992958296,57.61437995301314,11279200,0.0,0.0,SLB,Schlumberger Limited
2023-10-02 00:00:00-04:00,54.94941329956055,55.461541953215274,53.925159610051956,55.309800531888044,7553600,0.0,0.0,SLB,Schlumberger Limited
2023-10-03 00:00:00-04:00,55.584835052490234,55.613285439482695,54.247612596829725,54.5321273201573,8407900,0.0,0.0,SLB,Schlumberger Limited
