Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Name
2023-12-19 00:00:00-05:00,,,,,0,1.06,0.0,0.0,VDE,Vanguard Energy ETF
2023-12-20 00:00:00-05:00,110.72383880615234,112.92104221611366,110.62994281648669,112.23558788032526,387500,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2023-12-21 00:00:00-05:00,111.35295104980469,111.38112629444062,110.21679308552164,110.94919900615322,424900,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2023-12-22 00:00:00-05:00,111.6628189086914,112.55484876698632,111.45624342226931,112.0384100509311,397800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2023-12-26 00:00:00-05:00,112.74263000488281,113.2496769239828,112.20741500646692,112.62056593991235,523600,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2023-12-27 00:00:00-05:00,112.08535766601562,113.0337164909689,111.81305427661752,112.62057269654156,588300,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2023-12-28 00:00:00-05:00,110.49849700927734,112.06658238655608,110.46093717724723,111.62526331495903,518400,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2023-12-29 00:00:00-05:00,110.12288665771484,110.96796482157674,109.88814312129789,110.75199761599929,582700,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-02 00:00:00-05:00,111.22150421142578,112.25438168400365,110.76140880515366,110.76140880515366,551000,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-03 00:00:00-05:00,112.67691040039062,113.17456560845021,110.6768978197535,111.25905727198698,482100,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-04 00:00:00-05:00,110.88346862792969,113.94452676841257,110.70506838717694,113.55955104107804,813200,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-05 00:00:00-05:00,111.01493072509766,111.76610584031722,110.41398060359481,111.65343351312711,315300,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-08 00:00:00-05:00,109.74730682373047,109.80365014963667,107.5876703654579,109.03369155776473,853800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-09 00:00:00-05:00,108.04776000976562,109.85058873947425,107.70033697968242,109.85058873947425,431600,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-10 00:00:00-05:00,106.94916534423828,108.16982753484848,106.52662264595396,108.16982753484848,637600,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-11 00:00:00-05:00,107.06182861328125,107.75667463691367,106.76135717412815,107.44681145046712,603800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-12 00:00:00-05:00,108.47969055175781,109.31537703492617,107.83179604717377,108.86467342080189,596800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-16 00:00:00-05:00,105.91629791259766,108.35762952170187,105.82239475686654,108.0759343821185,669800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-17 00:00:00-05:00,105.05243682861328,105.98202649686313,104.54538987242383,104.76135710265092,569200,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-18 00:00:00-05:00,104.94915008544922,105.24023697798397,103.76604767356443,105.18389365089058,730600,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-19 00:00:00-05:00,105.21208190917969,105.28719441491911,104.4890676264656,105.05245082044421,505100,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-22 00:00:00-05:00,105.63459014892578,105.96322966329495,104.39514457773056,105.10876692593511,660300,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-23 00:00:00-05:00,105.953857421875,106.82710381442037,105.33413810409095,105.43742585102254,517600,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-24 00:00:00-05:00,107.48439025878906,107.58767800584636,106.09470512989438,106.54541595012671,713400,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-25 00:00:00-05:00,109.63462829589844,109.68157270705818,107.54071270269071,108.41395898487265,528600,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-26 00:00:00-05:00,110.48908996582031,110.52664979265118,108.8177170727706,109.58767561329253,638500,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-29 00:00:00-05:00,110.43275451660156,110.43275451660156,109.18391713072228,110.2825152083133,657100,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-30 00:00:00-05:00,111.46562194824219,111.47501369573051,108.83649859205494,109.2778104307453,1272800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-01-31 00:00:00-05:00,109.25904846191406,111.60648417626628,109.25904846191406,111.60648417626628,1508200,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-01 00:00:00-05:00,109.14635467529297,110.46091993594115,108.20738051251632,109.87875337605007,778400,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-02 00:00:00-05:00,108.94918823242188,109.95389045931562,108.25434924767991,109.73793037937138,634000,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-05 00:00:00-05:00,108.54541778564453,109.2496484466636,107.46559600598769,108.45152179693628,663600,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-06 00:00:00-05:00,109.13697814941406,110.07595238151714,108.58297962729472,108.95857075289693,522000,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-07 00:00:00-05:00,109.32476806640625,109.84120674983521,108.42335368026139,109.38110422685132,397400,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-08 00:00:00-05:00,110.49849700927734,110.85530466785526,109.24026770958753,109.25905120750532,556200,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-09 00:00:00-05:00,108.93041229248047,111.09004891876586,108.8177327957069,110.49849767926703,431500,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-12 00:00:00-05:00,110.16985321044922,110.52666085534905,109.16515102452622,109.16515102452622,571800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-13 00:00:00-05:00,108.98674011230469,110.47971288404294,108.27311768166862,110.179234248992,720400,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-14 00:00:00-05:00,108.88346099853516,110.12290681109309,108.32007784079165,109.72853931705319,792300,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-15 00:00:00-05:00,111.95390319824219,112.33887891631551,108.89284513139793,108.89284513139793,721800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-16 00:00:00-05:00,112.00084686279297,112.88348494602597,111.61587114729676,112.17925426186474,543900,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-20 00:00:00-05:00,110.9585952758789,112.10414510901457,110.7801950238929,111.95391294082606,515900,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-21 00:00:00-05:00,113.174560546875,113.3435761914688,111.31539562014794,111.31539562014794,418500,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-22 00:00:00-05:00,113.27784729003906,113.75672613949027,111.99145005280921,112.3013132591485,433900,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-23 00:00:00-05:00,112.55484771728516,112.91165535899238,111.45624238281387,112.2731525722812,445000,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-26 00:00:00-05:00,112.92103576660156,113.61587464700729,111.85060578518039,112.52666117044292,288400,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-27 00:00:00-05:00,112.50789642333984,113.44687069065658,112.0196329564094,113.04311146915818,370800,0.0,0.0,0.0,VDE,Vanguard Energy ETF
2024-02-28 00:00:00-05:00,112.27314758300781,113.49381693870643,111.81305221949886,112.64873870505392,572000,0.0,0.0,0.0,VDE,Vanguard Energy ETF
