Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Ticker,Name
2023-09-05 00:00:00-04:00,,,,,0,0.16,0.0,HAL,Halliburton Company
2023-09-06 00:00:00-04:00,38.95181655883789,39.05662877713101,38.4944571256431,38.58021224654023,5467800,0.0,0.0,HAL,Halliburton Company
2023-09-07 00:00:00-04:00,39.14238357543945,39.31389018105058,38.78983272867363,38.86606111762937,7347200,0.0,0.0,HAL,Halliburton Company
2023-09-08 00:00:00-04:00,39.33295440673828,39.675974949666625,39.11380320092746,39.17097450300562,9033800,0.0,0.0,HAL,Halliburton Company
2023-09-11 00:00:00-04:00,39.371063232421875,40.19050027647185,39.19002625271518,39.675969532333056,6512500,0.0,0.0,HAL,Halliburton Company
2023-09-12 00:00:00-04:00,40.36201095581055,40.72408855386277,39.733141251177656,39.83795347441144,8072900,0.0,0.0,HAL,Halliburton Company
2023-09-13 00:00:00-04:00,39.923709869384766,40.64786145375573,39.7617263461151,40.48588156525602,6227900,0.0,0.0,HAL,Halliburton Company
2023-09-14 00:00:00-04:00,40.21908187866211,40.52398816168585,40.13332675938858,40.43823304241232,5731900,0.0,0.0,HAL,Halliburton Company
2023-09-15 00:00:00-04:00,40.12379455566406,40.51445590467799,39.742659936483555,40.01898235365097,11078600,0.0,0.0,HAL,Halliburton Company
2023-09-18 00:00:00-04:00,40.62880325317383,40.80031350385815,40.17144379627225,40.46682336906633,5135200,0.0,0.0,HAL,Halliburton Company
2023-09-19 00:00:00-04:00,39.47587966918945,41.1147539322643,39.13285913647424,40.97182749870956,7511600,0.0,0.0,HAL,Halliburton Company
2023-09-20 00:00:00-04:00,39.34247970581055,40.15238638967074,39.237667482889144,39.247194214622986,4928300,0.0,0.0,HAL,Halliburton Company
2023-09-21 00:00:00-04:00,38.83747482299805,39.54257290297632,38.608796918789245,39.46634451172688,5243200,0.0,0.0,HAL,Halliburton Company
2023-09-22 00:00:00-04:00,38.71360778808594,39.380591649158625,38.69455069093876,39.07568172957342,4673800,0.0,0.0,HAL,Halliburton Company
2023-09-25 00:00:00-04:00,39.04710006713867,39.10427136175144,38.49445875829462,38.63738154267178,4243700,0.0,0.0,HAL,Halliburton Company
2023-09-26 00:00:00-04:00,38.86606216430664,39.29483777680564,38.55162550355079,38.60879679680723,5599300,0.0,0.0,HAL,Halliburton Company
2023-09-27 00:00:00-04:00,40.047569274902344,40.37153263582797,39.190021767583495,39.47587093668978,5787200,0.0,0.0,HAL,Halliburton Company
2023-09-28 00:00:00-04:00,39.81889343261719,40.41917562804951,39.65690992647464,39.89511818538988,5174100,0.0,0.0,HAL,Halliburton Company
2023-09-29 00:00:00-04:00,38.589744567871094,39.752202234029724,38.29436496759975,39.685504200866866,8529800,0.0,0.0,HAL,Halliburton Company
2023-10-02 00:00:00-04:00,37.89417266845703,38.69455261458001,37.465397048253685,38.513512000066484,6581200,0.0,0.0,HAL,Halliburton Company
2023-10-03 00:00:00-04:00,38.170501708984375,38.208612276963706,37.474933865268135,37.53210153462235,7272700,0.0,0.0,HAL,Halliburton Company
2023-10-04 00:00:00-04:00,36.46492385864258,37.72266328350407,36.28388687475657,37.49398173590657,8684600,0.0,0.0,HAL,Halliburton Company
2023-10-05 00:00:00-04:00,36.264827728271484,36.83652611282532,36.074260388496974,36.23624026470501,5538000,0.0,0.0,HAL,Halliburton Company
2023-10-06 00:00:00-04:00,36.86510467529297,37.26529639512739,36.15047997930286,36.36010438658609,5605800,0.0,0.0,HAL,Halliburton Company
2023-10-09 00:00:00-04:00,39.36153793334961,39.5806891172138,37.98945589904169,38.11332522375447,9903000,0.0,0.0,HAL,Halliburton Company
2023-10-10 00:00:00-04:00,39.20908737182617,39.75220200141426,39.16144280432847,39.28531213723616,6024000,0.0,0.0,HAL,Halliburton Company
2023-10-11 00:00:00-04:00,39.675968170166016,39.72360909637217,38.694551278194304,38.92322917789175,6052100,0.0,0.0,HAL,Halliburton Company
2023-10-12 00:00:00-04:00,39.76172637939453,40.371539005642575,39.342481107541495,40.08568979143505,5969200,0.0,0.0,HAL,Halliburton Company
2023-10-13 00:00:00-04:00,40.428707122802734,41.238613771822465,40.09521700491689,40.4954051463799,7413300,0.0,0.0,HAL,Halliburton Company
2023-10-16 00:00:00-04:00,40.36201095581055,40.857484607153104,40.0094637242904,40.84795424062103,5982300,0.0,0.0,HAL,Halliburton Company
2023-10-17 00:00:00-04:00,41.00994110107422,41.38154546117467,40.21908781386956,40.285785845950656,6340900,0.0,0.0,HAL,Halliburton Company
2023-10-18 00:00:00-04:00,41.0956916809082,41.78172902557557,40.79078538666276,41.314842852724006,8251100,0.0,0.0,HAL,Halliburton Company
2023-10-19 00:00:00-04:00,41.21956253051758,41.762680797159774,40.31437390057771,40.685978266093265,7749700,0.0,0.0,HAL,Halliburton Company
2023-10-20 00:00:00-04:00,40.12379455566406,41.29577860270584,39.256716750059056,40.91464398352532,9437200,0.0,0.0,HAL,Halliburton Company
2023-10-23 00:00:00-04:00,39.68550109863281,40.161917660994455,39.40917862011828,40.12380346366074,7764500,0.0,0.0,HAL,Halliburton Company
2023-10-24 00:00:00-04:00,38.33247756958008,39.63785798032771,37.97039995124327,39.094743370207524,10122100,0.0,0.0,HAL,Halliburton Company
2023-10-25 00:00:00-04:00,38.47540283203125,38.732668213470106,37.3129452495527,38.484929564038644,9022800,0.0,0.0,HAL,Halliburton Company
2023-10-26 00:00:00-04:00,37.58926773071289,38.02757009846263,37.05567986903716,37.93228823930658,8470700,0.0,0.0,HAL,Halliburton Company
2023-10-27 00:00:00-04:00,37.7321891784668,37.93228689121505,37.08426238187676,37.7798337411215,7357400,0.0,0.0,HAL,Halliburton Company
2023-10-30 00:00:00-04:00,37.56068420410156,38.09427212173412,37.01756955346231,37.91323511644448,6783100,0.0,0.0,HAL,Halliburton Company
2023-10-31 00:00:00-04:00,37.484458923339844,37.913234598186044,37.0842670818933,37.484458923339844,6359800,0.0,0.0,HAL,Halliburton Company
2023-11-01 00:00:00-04:00,37.56068420410156,38.18955762565261,37.35106336502153,37.722667743377826,4995200,0.0,0.0,HAL,Halliburton Company
2023-11-02 00:00:00-04:00,38.675498962402344,38.73267026177992,37.53209841824177,37.61785354992307,5385800,0.0,0.0,HAL,Halliburton Company
2023-11-03 00:00:00-04:00,38.389644622802734,39.132853241889336,38.31341623378378,38.51351030280407,4748200,0.0,0.0,HAL,Halliburton Company
2023-11-06 00:00:00-05:00,37.655967712402344,38.72313985634124,37.56068221353362,38.6564418245182,5415900,0.0,0.0,HAL,Halliburton Company
2023-11-07 00:00:00-05:00,36.16001892089844,37.06521114414354,36.036149593144046,36.855586687139194,6552300,0.0,0.0,HAL,Halliburton Company
2023-11-08 00:00:00-05:00,36.007568359375,36.59832393973296,35.87417228975581,35.92181322393834,7036100,0.0,0.0,HAL,Halliburton Company
2023-11-09 00:00:00-05:00,36.017093658447266,36.503040618166025,35.88369759413863,36.1504897227559,4658400,0.0,0.0,HAL,Halliburton Company
2023-11-10 00:00:00-05:00,36.48398208618164,36.712660006085756,36.093320641139606,36.43634115576578,4292000,0.0,0.0,HAL,Halliburton Company
2023-11-13 00:00:00-05:00,36.83652877807617,37.08426379336874,36.36963894358601,36.56973666395034,3605400,0.0,0.0,HAL,Halliburton Company
2023-11-14 00:00:00-05:00,37.332008361816406,37.551159580986926,36.70313853970128,37.04615910354053,5498700,0.0,0.0,HAL,Halliburton Company
2023-11-15 00:00:00-05:00,36.62690353393555,37.484454789045564,36.47445038133486,37.31294453802356,6696800,0.0,0.0,HAL,Halliburton Company
2023-11-16 00:00:00-05:00,35.426334381103516,36.464922588851785,34.7498237632888,36.10284499891823,8186800,0.0,0.0,HAL,Halliburton Company
2023-11-17 00:00:00-05:00,36.19812774658203,36.474446557800604,35.7693521639746,35.91227493499742,6189300,0.0,0.0,HAL,Halliburton Company
2023-11-20 00:00:00-05:00,36.39822769165039,36.76030531269974,36.255301262750095,36.46492572253184,6056300,0.0,0.0,HAL,Halliburton Company
2023-11-21 00:00:00-05:00,36.407752990722656,36.63643454100641,35.93133642617061,36.045679018697456,4322300,0.0,0.0,HAL,Halliburton Company
2023-11-22 00:00:00-05:00,36.10284423828125,36.16954226202565,35.0642560524146,35.388219439788685,4816800,0.0,0.0,HAL,Halliburton Company
2023-11-24 00:00:00-05:00,36.264827728271484,36.731713894210856,36.121901314748186,36.1409584122026,2266100,0.0,0.0,HAL,Halliburton Company
2023-11-27 00:00:00-05:00,35.91228103637695,36.29341576006365,35.51209284779901,36.17907679686569,7736600,0.0,0.0,HAL,Halliburton Company
2023-11-28 00:00:00-05:00,35.75029754638672,36.09331803625684,35.56926056996404,35.99803254753195,6057500,0.0,0.0,HAL,Halliburton Company
2023-11-29 00:00:00-05:00,35.540672302246094,35.98850500220145,35.23576601476107,35.9218069789872,5812100,0.0,0.0,HAL,Halliburton Company
2023-11-30 00:00:00-05:00,35.283409118652344,36.56973600597934,34.96897608048567,35.98850722371712,13769000,0.0,0.0,HAL,Halliburton Company
2023-12-01 00:00:00-05:00,35.93133544921875,36.36011107261142,35.073787837203234,35.32152284473576,6670500,0.0,0.0,HAL,Halliburton Company
2023-12-04 00:00:00-05:00,35.60736846923828,35.931331837149024,35.08331104211577,35.521613353180456,6133900,0.0,0.0,HAL,Halliburton Company
2023-12-05 00:00:00-05:00,34.61642837524414,35.54067401347233,34.492559054123724,35.464449255315806,7064800,0.0,0.0,HAL,Halliburton Company
2023-12-06 00:00:00-05:00,33.36269760131836,34.6642836112536,33.29570452588188,34.34845598346838,10186300,0.16,0.0,HAL,Halliburton Company
2023-12-07 00:00:00-05:00,32.941593170166016,33.745513703618954,32.539634728863895,33.52539308326084,11219300,0.0,0.0,HAL,Halliburton Company
2023-12-08 00:00:00-05:00,33.429683685302734,33.649804265822326,32.92244946283793,33.257414769966005,6459800,0.0,0.0,HAL,Halliburton Company
2023-12-11 00:00:00-05:00,33.27655792236328,33.91777830151941,33.247847651908,33.36269238457735,6837600,0.0,0.0,HAL,Halliburton Company
2023-12-12 00:00:00-05:00,32.960731506347656,33.09472129184342,32.33865250250636,32.731042032908775,8380000,0.0,0.0,HAL,Halliburton Company
2023-12-13 00:00:00-05:00,33.19999694824219,33.30527282234282,32.55877647995465,33.12343499943637,6337200,0.0,0.0,HAL,Halliburton Company
2023-12-14 00:00:00-05:00,34.348453521728516,34.41544659236363,33.62109861875506,33.79336755777351,8861700,0.0,0.0,HAL,Halliburton Company
2023-12-15 00:00:00-05:00,34.28145980834961,34.4441598703048,33.534963520498124,33.94649446145432,15661200,0.0,0.0,HAL,Halliburton Company
2023-12-18 00:00:00-05:00,34.65470504760742,35.43948406671121,34.64513617457608,35.085377350981005,6800700,0.0,0.0,HAL,Halliburton Company
2023-12-19 00:00:00-05:00,35.23850631713867,35.36292357672538,34.712130658523336,34.86525818922686,5810100,0.0,0.0,HAL,Halliburton Company
2023-12-20 00:00:00-05:00,34.89396667480469,35.92758019229925,34.836546135509295,35.31507010082756,6653800,0.0,0.0,HAL,Halliburton Company
2023-12-21 00:00:00-05:00,35.06623458862305,35.17151044210926,34.67384509435044,34.9322484663126,4252800,0.0,0.0,HAL,Halliburton Company
2023-12-22 00:00:00-05:00,35.01838302612305,35.5160483753384,34.94181744123698,35.27678639884148,3627000,0.0,0.0,HAL,Halliburton Company
2023-12-26 00:00:00-05:00,35.4586296081543,35.7935986169742,35.26721926752129,35.52562267974856,3594500,0.0,0.0,HAL,Halliburton Company
2023-12-27 00:00:00-05:00,35.08538055419922,35.611756239335804,35.00881861041407,35.39163563103681,4267500,0.0,0.0,HAL,Halliburton Company
2023-12-28 00:00:00-05:00,34.65470504760742,35.06623595407016,34.58771198384355,34.88439815968938,4179200,0.0,0.0,HAL,Halliburton Company
2023-12-29 00:00:00-05:00,34.597286224365234,34.88439989057753,34.44415869232879,34.78869290127454,4759000,0.0,0.0,HAL,Halliburton Company
2024-01-02 00:00:00-05:00,34.568572998046875,35.200224536768964,34.47286965766563,34.91311086477682,5503400,0.0,0.0,HAL,Halliburton Company
2024-01-03 00:00:00-05:00,34.99924087524414,35.25764424239085,34.501575536759496,34.57814111999465,6926000,0.0,0.0,HAL,Halliburton Company
2024-01-04 00:00:00-05:00,34.2431755065918,35.38206493768718,34.195323837830685,35.26721655164254,7153300,0.0,0.0,HAL,Halliburton Company
2024-01-05 00:00:00-05:00,34.425018310546875,34.75041478208467,34.262318249353754,34.597287245528555,4473700,0.0,0.0,HAL,Halliburton Company
2024-01-08 00:00:00-05:00,33.69765853881836,33.71679993654244,32.70232776225626,33.50624821242591,8938300,0.0,0.0,HAL,Halliburton Company
2024-01-09 00:00:00-05:00,33.02772521972656,33.67851815861414,32.77889434349234,33.58281481795061,7036000,0.0,0.0,HAL,Halliburton Company
2024-01-10 00:00:00-05:00,32.60662078857422,33.02772053900283,32.396069087935956,32.88416554835231,5756600,0.0,0.0,HAL,Halliburton Company
2024-01-11 00:00:00-05:00,32.72146987915039,32.99901467597706,32.50134927675805,32.88416993795679,5973900,0.0,0.0,HAL,Halliburton Company
2024-01-12 00:00:00-05:00,32.999019622802734,33.448833419514806,32.6736231072587,33.31484726326413,6783400,0.0,0.0,HAL,Halliburton Company
2024-01-16 00:00:00-05:00,32.0706787109375,32.97030621901961,32.01325816419088,32.845888949654274,6656000,0.0,0.0,HAL,Halliburton Company
2024-01-17 00:00:00-05:00,31.812278747558594,32.30994052017335,31.429458067710318,31.534733937211023,6985400,0.0,0.0,HAL,Halliburton Company
2024-01-18 00:00:00-05:00,31.8792724609375,32.03240000579101,31.573017371230485,31.783565463623653,6635600,0.0,0.0,HAL,Halliburton Company
2024-01-19 00:00:00-05:00,32.51092529296875,32.52049416764465,31.88884256442043,31.994118440099264,8909000,0.0,0.0,HAL,Halliburton Company
2024-01-22 00:00:00-05:00,32.9511604309082,33.16171214319775,32.32907781778807,32.42478480103245,11147100,0.0,0.0,HAL,Halliburton Company
2024-01-23 00:00:00-05:00,33.78379440307617,34.157042547041435,32.48220851069072,32.99901531811114,15096900,0.0,0.0,HAL,Halliburton Company
2024-01-24 00:00:00-05:00,35.248085021972656,35.362929777425634,33.95606783244311,34.147478192097374,14417400,0.0,0.0,HAL,Halliburton Company
2024-01-25 00:00:00-05:00,35.41077423095703,35.650036219004036,34.453726278769004,35.48733981953921,11492100,0.0,0.0,HAL,Halliburton Company
