Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Name
2024-02-20 00:00:00-05:00,26.888525974615874,27.05565107938678,25.941486665777973,26.052902221679688,3980600,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-02-21 00:00:00-05:00,25.8857762170953,26.52642183947489,25.60723556610501,26.322158813476562,4450600,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-02-22 00:00:00-05:00,26.275732087010763,26.452142096335038,25.690796058402437,25.746503829956055,2277200,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-02-23 00:00:00-05:00,25.597951907806443,25.74650716513858,25.01301580342595,25.050153732299805,5198400,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-02-26 00:00:00-05:00,25.068723555796385,25.672229509437443,24.910883373682417,25.570098876953125,4976900,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-02-27 00:00:00-05:00,25.579381578295116,26.359297550124534,25.542243650117598,26.006479263305664,3076400,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-02-28 00:00:00-05:00,26.192170855551684,26.192170855551684,25.421539855291577,25.55152702331543,2601500,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-02-29 00:00:00-05:00,25.932201702703313,26.164319509894113,25.15228572886875,25.495819091796875,4401000,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-01 00:00:00-05:00,25.41225731414836,26.572846304600695,25.41225731414836,26.266450881958008,4285400,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-04 00:00:00-05:00,26.59141437058606,26.70283169282339,25.681513027501197,25.718652725219727,3070900,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-05 00:00:00-05:00,25.904345299214476,26.108610090084127,25.477249410883783,25.57938003540039,2847900,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-06 00:00:00-05:00,25.765076531937673,26.24788199467366,25.765076531937673,26.006479263305664,2648600,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-07 00:00:00-05:00,26.20145600232686,27.259914349337844,26.00647790501219,27.250629425048828,4663600,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-08 00:00:00-05:00,27.352761589682462,27.352761589682462,25.848639188580986,26.052902221679688,4624200,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-11 00:00:00-04:00,26.05290226147235,26.090041960775203,25.811499528758812,26.034334182739258,3238700,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-12 00:00:00-04:00,25.987909815786992,26.38715273265189,25.672229452262112,26.136465072631836,2501200,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-13 00:00:00-04:00,26.303587494227205,26.600697977587693,25.217276182616573,25.3751163482666,4394300,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-14 00:00:00-04:00,25.393686550486873,25.579379719718798,24.855173349153368,25.46796417236328,4213700,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-15 00:00:00-04:00,25.70936641970867,26.27573261214555,25.467963710260918,25.89505958557129,3542500,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-18 00:00:00-04:00,26.1457482849331,26.312873380665998,25.755790318529087,26.173603057861328,2646200,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-19 00:00:00-04:00,25.997193678721512,25.997193678721512,25.35654805292447,25.802215576171875,3554300,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-20 00:00:00-04:00,25.913630261090777,26.76782380991185,25.579380072576985,26.647123336791992,3408900,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-21 00:00:00-04:00,26.93494967073817,27.046365222801512,26.637839170678237,26.869956970214844,2138200,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-22 00:00:00-04:00,26.8978096700722,27.12992746699663,26.5728461711126,26.786394119262695,1703800,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-25 00:00:00-04:00,26.860672047119568,27.222775247721657,26.331443747495513,26.350011825561523,2043300,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-26 00:00:00-04:00,26.40572137251436,26.66569217462118,26.006478473943716,26.350011825561523,1594600,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-27 00:00:00-04:00,26.35001052931666,26.544990392223337,26.0714698919279,26.517135620117188,2032800,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-03-28 00:00:00-04:00,26.66569177600511,26.981372120345775,26.470713677339653,26.767824172973633,2092000,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-01 00:00:00-04:00,27.25063003568114,27.97483643727021,26.888525063968334,27.965553283691406,4167100,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-02 00:00:00-04:00,27.854134835680565,28.336940264519395,27.324906557149546,28.216238021850586,3680800,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-03 00:00:00-04:00,28.24409406288896,29.25612781571748,28.22552421381068,29.135425567626953,4499000,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-04 00:00:00-04:00,29.228273081584305,29.228273081584305,27.956268523614668,28.049114227294922,3765300,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-05 00:00:00-04:00,28.26266514050948,28.80117839076008,27.909845076358675,28.355512619018555,2573600,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-08 00:00:00-04:00,28.643337555004095,28.643337555004095,27.69629648347359,28.179101943969727,2061100,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-09 00:00:00-04:00,28.411218776580345,28.504066249791435,27.631302835076387,27.89127540588379,2971600,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-10 00:00:00-04:00,27.63130373378757,28.197671744969977,27.129928424691343,28.169816970825195,2928700,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-11 00:00:00-04:00,28.225524648003834,28.819747431221703,27.64987348506821,28.699045181274414,3570200,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-12 00:00:00-04:00,28.7361845265398,29.237558056770958,27.789143471647495,28.058399200439453,3661800,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-15 00:00:00-04:00,28.253380560986948,28.68976141312083,27.25063167684993,27.34347915649414,5752500,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-16 00:00:00-04:00,26.897811641463857,27.148499305535996,25.997195160919755,26.82353401184082,4359400,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-17 00:00:00-04:00,27.11135985080232,27.603448455273888,26.74925487720975,26.9256649017334,3020400,0.0,0.0,0.0,URA,Global X Uranium ETF
2024-04-18 00:00:00-04:00,27.111359399091302,27.23205987433228,26.71211650488783,26.814247131347656,1865900,0.0,0.0,0.0,URA,Global X Uranium ETF
