Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Name
2023-08-21 00:00:00-04:00,110.99004876672397,111.90134454584901,109.4868837964612,110.1163330078125,3271600,0.0,0.0,COP,ConocoPhillips
2023-08-22 00:00:00-04:00,110.47332823626517,110.61425151477897,109.05472015748516,109.1204833984375,3194300,0.0,0.0,COP,ConocoPhillips
2023-08-23 00:00:00-04:00,108.04948461856438,109.29898627377554,106.9690823068194,108.80106353759766,3136700,0.0,0.0,COP,ConocoPhillips
2023-08-24 00:00:00-04:00,108.21858433349733,109.33655942847678,107.79581449841368,107.85218811035156,3538500,0.0,0.0,COP,ConocoPhillips
2023-08-25 00:00:00-04:00,108.68832414633297,110.04116898680427,107.81460841902691,109.46808624267578,3710300,0.0,0.0,COP,ConocoPhillips
2023-08-28 00:00:00-04:00,109.43051046242607,111.23430831321058,109.37413685182588,110.40756225585938,2821600,0.0,0.0,COP,ConocoPhillips
2023-08-29 00:00:00-04:00,110.72699357662373,110.95246652573618,109.52446162448285,110.53910064697266,3213700,0.0,0.0,COP,ConocoPhillips
2023-08-30 00:00:00-04:00,111.11218278415767,111.74163918768033,110.86792339474029,111.51615905761719,2847500,0.0,0.0,COP,ConocoPhillips
2023-08-31 00:00:00-04:00,111.95771362379996,112.32410986992406,110.95247135434174,111.82618713378906,4395700,0.0,0.0,COP,ConocoPhillips
2023-09-01 00:00:00-04:00,112.7374784919659,115.08617596054852,112.70929526916784,114.74796295166016,6398300,0.0,0.0,COP,ConocoPhillips
2023-09-05 00:00:00-04:00,115.33983610160541,117.42548067228743,115.1425463675755,115.39620971679688,5785700,0.0,0.0,COP,ConocoPhillips
2023-09-06 00:00:00-04:00,115.05799524218068,115.96929102665156,114.54127892078297,115.6216812133789,4664000,0.0,0.0,COP,ConocoPhillips
2023-09-07 00:00:00-04:00,115.54651075669953,116.19475350735318,114.2500324230476,114.34397888183594,3503900,0.0,0.0,COP,ConocoPhillips
2023-09-08 00:00:00-04:00,115.33044958979593,116.50479839623586,115.03920621179256,115.2928695678711,4368400,0.0,0.0,COP,ConocoPhillips
2023-09-11 00:00:00-04:00,115.9692774530409,116.40143688596604,112.56836126221036,113.15084075927734,4294500,0.0,0.0,COP,ConocoPhillips
2023-09-12 00:00:00-04:00,113.91182476791032,115.96928599963621,113.86484795249014,115.63107299804688,4486600,0.0,0.0,COP,ConocoPhillips
2023-09-13 00:00:00-04:00,116.00685719336153,116.21353652958263,114.11850260608456,114.90766143798828,3879700,0.0,0.0,COP,ConocoPhillips
2023-09-14 00:00:00-04:00,116.0256622498294,117.33153755113158,115.96929580068597,116.96514129638672,4686200,0.0,0.0,COP,ConocoPhillips
2023-09-15 00:00:00-04:00,116.54236846219118,118.36495278008012,115.73441597896968,116.09141540527344,12441000,0.0,0.0,COP,ConocoPhillips
